Date,Fund,MoM Return
3/1/17,USD Corporate 1-3 Year Bond UCITS ETF,
3/1/17,LifeStrategy 40% Equity Fund,0.33
3/1/17,Target Retirement 2025 Fund,0.48
3/1/17,Active U.K. Equity Fund,
3/1/17,U.S. Government Bond Index Fund,-0.13
3/1/17,Global Sustainable Equity Fund,
3/1/17,Target Retirement 2015 Fund,0.34
3/1/17,FTSE All-World High Dividend Yield UCITS ETF,1.27
3/1/17,Global Equity Income Fund,1.72
3/1/17,FTSE U.K. All Share Index Unit Trust,1.21
3/1/17,U.S. Equity Index Fund,-0.43
3/1/17,LifeStrategy 60% Equity Fund,0.5
3/1/17,EUR Corporate Bond UCITS ETF,-0.38
3/1/17,Pacific ex-Japan Stock Index Fund,2.06
3/1/17,Target Retirement 2060 Fund,
3/1/17,Global Bond Index Fund,-0.15
3/1/17,FTSE North America UCITS ETF,0.14
3/1/17,Euro Investment Grade Bond Index Fund,-0.28
3/1/17,ESG North America All Cap UCITS ETF,
3/1/17,Target Retirement 2055 Fund,0.6
3/1/17,FTSE Developed Europe UCITS ETF,3.35
3/1/17,ESG Global All Cap UCITS ETF,
3/1/17,FTSE Emerging Markets UCITS ETF,1.98
3/1/17,Target Retirement 2040 Fund,0.62
3/1/17,Global Short-Term Bond Index Fund,-0.02
3/1/17,ESG Global Corporate Bond UCITS ETF,
3/1/17,FTSE 100 Index Unit Trust,1.15
3/1/17,Global Small-Cap Index Fund,0.24
3/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
3/1/17,Target Retirement 2065 Fund,
3/1/17,USD Emerging Markets Government Bond UCITS ETF,0.34
4/1/17,ESG Global Corporate Bond UCITS ETF,
4/1/17,ESG Global Corporate Bond Index Fund,
4/1/17,Target Retirement 2035 Fund,-0.99
4/1/17,Euro Government Bond Index Fund,0.53
4/1/17,FTSE Japan UCITS ETF,1.24
4/1/17,Euro Investment Grade Bond Index Fund,0.43
4/1/17,U.S. Government Bond Index Fund,0.6
4/1/17,USD Emerging Markets Government Bond UCITS ETF,1.23
4/1/17,Target Retirement 2025 Fund,-0.78
4/1/17,Target Retirement 2050 Fund,-1.12
4/1/17,Global Sustainable Equity Fund,
4/1/17,FTSE North America UCITS ETF,0.86
4/1/17,U.K. Long Duration Gilt Index Fund,0.25
4/1/17,FTSE All-World High Dividend Yield UCITS ETF,0.87
4/1/17,LifeStrategy 20% Equity Fund,0.28
4/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
4/1/17,Global Small-Cap Index Fund,-1.42
4/1/17,Germany All Cap UCITS ETF,
4/1/17,Sterling Short-Term Money Market Fund,
4/1/17,Global Aggregate Bond UCITS ETF,
4/1/17,FTSE Developed World UCITS ETF,1.52
4/1/17,Target Retirement 2030 Fund,-0.88
4/1/17,SustainableLife 60-70% Equity Fund,-0.98
4/1/17,ESG Developed World All Cap Equity Index Fund,-1.8
4/1/17,ESG Developed World All Cap Equity Index Fund (UK),
4/1/17,Target Retirement 2055 Fund,-1.12
4/1/17,FTSE Developed World ex-U.K. Equity Index Fund,-1.91
4/1/17,Emerging Markets Stock Index Fund,-1.26
4/1/17,Global Emerging Markets Fund,-1.41
4/1/17,SustainableLife 40-50% Equity Fund,
4/1/17,FTSE Developed Europe UCITS ETF,1.83
4/1/17,ESG Developed Europe All Cap UCITS ETF,
4/1/17,SRI European Stock Fund,0.38
4/1/17,LifeStrategy 40% Equity Fund,-0.15
4/1/17,U.K. Investment Grade Bond Index Fund,0.56
4/1/17,Japan Government Bond Index Fund,0.53
4/1/17,FTSE All-World UCITS ETF,1.55
4/1/17,LifeStrategy 60% Equity Fund,-0.57
4/1/17,Global Equity Income Fund,-2.26
4/1/17,ESG EUR Corporate Bond UCITS ETF,
4/1/17,ESG USD Corporate Bond UCITS ETF,
4/1/17,U.K. Gilt UCITS ETF,0.25
4/1/17,Target Retirement 2065 Fund,
4/1/17,U.K. Inflation-Linked Gilt Index Fund,2.64
4/1/17,EUR Corporate Bond UCITS ETF,0.52
4/1/17,Target Retirement 2045 Fund,-1.12
4/1/17,ESG Emerging Markets All Cap Equity Index Fund,
4/1/17,U.K. Short-Term Investment Grade Bond Index Fund,0.34
4/1/17,USD Treasury Bond UCITS ETF,0.71
4/1/17,Target Retirement 2040 Fund,-1.09
4/1/17,U.S. Investment Grade Credit Index Fund,0.8
4/1/17,FTSE U.K. Equity Income Index Fund,-0.98
4/1/17,FTSE 100 UCITS ETF,-1.34
4/1/17,FTSE Developed Europe ex UK UCITS ETF,2.39
4/1/17,FTSE 100 Index Unit Trust,-1.34
4/1/17,FTSE 250 UCITS ETF,3.8
4/1/17,USD Corporate Bond UCITS ETF,0.99
4/1/17,ESG Emerging Markets All Cap UCITS ETF,
4/1/17,S&P 500 UCITS ETF,1
4/1/17,Emerging Markets Bond Fund,
4/1/17,Global Equity Fund,-0.77
4/1/17,LifeStrategy 100% Equity Fund,-1.43
4/1/17,U.S. Equity Index Fund,-2.36
4/1/17,Target Retirement 2060 Fund,
4/1/17,FTSE Emerging Markets UCITS ETF,1.9
4/1/17,LifeStrategy 80% Equity Fund,-1.02
4/1/17,SustainableLife 80-90% Equity Fund,
4/1/17,Global Short-Term Corporate Bond Index Fund,
4/1/17,Global Corporate Bond Index Fund,
4/1/17,USD Corporate 1-3 Year Bond UCITS ETF,
4/1/17,Target Retirement 2015 Fund,-0.41
4/1/17,Target Retirement 2020 Fund,-0.63
4/1/17,Global Credit Bond Fund,
4/1/17,Japan Stock Index Fund,-2.34
4/1/17,FTSE U.K. All Share Index Unit Trust,-0.37
4/1/17,FTSE Global All Cap Index Fund,-1.79
4/1/17,Active U.K. Equity Fund,
4/1/17,Global Short-Term Bond Index Fund,0.24
4/1/17,FTSE Developed Europe ex-U.K. Equity Index Fund,0.79
4/1/17,Global Bond Index Fund,0.62
4/1/17,ESG North America All Cap UCITS ETF,
4/1/17,EUR Eurozone Government Bond UCITS ETF,0.52
4/1/17,FTSE Developed Asia Pacific ex Japan UCITS ETF,0.7
4/1/17,ESG Global All Cap UCITS ETF,
4/1/17,Pacific ex-Japan Stock Index Fund,-2.89
4/1/17,U.K. Government Bond Index Fund,0.25
5/1/17,LifeStrategy 100% Equity Fund,2.83
5/1/17,U.K. Short-Term Investment Grade Bond Index Fund,0.25
5/1/17,U.S. Equity Index Fund,1.19
5/1/17,Pacific ex-Japan Stock Index Fund,-0.81
5/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
5/1/17,Global Short-Term Bond Index Fund,0.17
5/1/17,EUR Corporate Bond UCITS ETF,0.39
5/1/17,Global Emerging Markets Fund,3.07
5/1/17,Global Small-Cap Index Fund,0.83
5/1/17,Target Retirement 2040 Fund,2.32
5/1/17,Sterling Short-Term Money Market Fund,
5/1/17,FTSE Developed Europe UCITS ETF,1.62
5/1/17,Target Retirement 2055 Fund,2.39
5/1/17,ESG Global All Cap UCITS ETF,
5/1/17,Germany All Cap UCITS ETF,
5/1/17,LifeStrategy 20% Equity Fund,0.85
5/1/17,FTSE U.K. All Share Index Unit Trust,4.37
5/1/17,Euro Government Bond Index Fund,0.57
5/1/17,Global Corporate Bond Index Fund,
5/1/17,Target Retirement 2025 Fund,2
5/1/17,USD Corporate 1-3 Year Bond UCITS ETF,
5/1/17,U.S. Government Bond Index Fund,0.49
5/1/17,Active U.K. Equity Fund,
5/1/17,FTSE Global All Cap Index Fund,2.27
5/1/17,Global Sustainable Equity Fund,
5/1/17,Global Equity Income Fund,3.2
5/1/17,LifeStrategy 80% Equity Fund,2.32
5/1/17,Target Retirement 2015 Fund,1.53
5/1/17,ESG Developed World All Cap Equity Index Fund,2.3
5/1/17,FTSE All-World High Dividend Yield UCITS ETF,1.99
5/1/17,ESG Developed Europe All Cap UCITS ETF,
5/1/17,ESG USD Corporate Bond UCITS ETF,
5/1/17,U.K. Government Bond Index Fund,0.5
5/1/17,ESG Emerging Markets All Cap UCITS ETF,
5/1/17,Target Retirement 2045 Fund,2.37
5/1/17,U.K. Investment Grade Bond Index Fund,1.09
5/1/17,FTSE Developed Europe ex UK UCITS ETF,1.82
5/1/17,SustainableLife 60-70% Equity Fund,1.88
5/1/17,S&P 500 UCITS ETF,1.36
5/1/17,ESG EUR Corporate Bond UCITS ETF,
5/1/17,FTSE 100 UCITS ETF,4.9
5/1/17,FTSE Developed Asia Pacific ex Japan UCITS ETF,1.49
5/1/17,ESG Emerging Markets All Cap Equity Index Fund,
5/1/17,Japan Government Bond Index Fund,-0.21
5/1/17,Target Retirement 2030 Fund,2.11
5/1/17,Emerging Markets Stock Index Fund,3.19
5/1/17,FTSE Developed World ex-U.K. Equity Index Fund,2.36
5/1/17,USD Treasury Bond UCITS ETF,0.6
5/1/17,Target Retirement 2050 Fund,2.37
5/1/17,Emerging Markets Bond Fund,
5/1/17,USD Corporate Bond UCITS ETF,1.04
5/1/17,FTSE 250 UCITS ETF,2.14
5/1/17,Global Equity Fund,3.47
5/1/17,U.S. Investment Grade Credit Index Fund,0.87
5/1/17,FTSE U.K. Equity Income Index Fund,4.86
5/1/17,FTSE North America UCITS ETF,1.24
5/1/17,FTSE Developed World UCITS ETF,2.29
5/1/17,U.K. Gilt UCITS ETF,0.51
5/1/17,U.K. Inflation-Linked Gilt Index Fund,-1.86
5/1/17,ESG Developed World All Cap Equity Index Fund (UK),
5/1/17,FTSE All-World UCITS ETF,2.22
5/1/17,Target Retirement 2060 Fund,
5/1/17,Global Aggregate Bond UCITS ETF,
5/1/17,U.K. Long Duration Gilt Index Fund,0.83
5/1/17,ESG Global Corporate Bond UCITS ETF,
5/1/17,FTSE Developed Europe ex-U.K. Equity Index Fund,5.4
5/1/17,Japan Stock Index Fund,3.21
5/1/17,FTSE Japan UCITS ETF,3.01
5/1/17,SustainableLife 40-50% Equity Fund,
5/1/17,ESG North America All Cap UCITS ETF,
5/1/17,LifeStrategy 40% Equity Fund,1.34
5/1/17,FTSE Emerging Markets UCITS ETF,1.58
5/1/17,Euro Investment Grade Bond Index Fund,0.35
5/1/17,USD Emerging Markets Government Bond UCITS ETF,0.8
5/1/17,ESG Global Corporate Bond Index Fund,
5/1/17,SustainableLife 80-90% Equity Fund,
5/1/17,Target Retirement 2035 Fund,2.23
5/1/17,EUR Eurozone Government Bond UCITS ETF,0.39
5/1/17,Global Bond Index Fund,0.51
5/1/17,Global Short-Term Corporate Bond Index Fund,
5/1/17,Target Retirement 2065 Fund,
5/1/17,Global Credit Bond Fund,
5/1/17,SRI European Stock Fund,4.94
5/1/17,FTSE 100 Index Unit Trust,4.9
5/1/17,LifeStrategy 60% Equity Fund,1.82
5/1/17,Target Retirement 2020 Fund,1.83
6/1/17,Target Retirement 2030 Fund,-0.7
6/1/17,ESG EUR Corporate Bond UCITS ETF,
6/1/17,Global Equity Income Fund,-0.24
6/1/17,SRI European Stock Fund,-1.82
6/1/17,ESG Developed Europe All Cap UCITS ETF,
6/1/17,USD Treasury Bond UCITS ETF,-0.1
6/1/17,ESG Developed World All Cap Equity Index Fund (UK),
6/1/17,Global Corporate Bond Index Fund,
6/1/17,Global Short-Term Corporate Bond Index Fund,
6/1/17,Active U.K. Equity Fund,
6/1/17,Emerging Markets Stock Index Fund,0.33
6/1/17,Global Credit Bond Fund,
6/1/17,Euro Government Bond Index Fund,-0.49
6/1/17,Global Sustainable Equity Fund,
6/1/17,Global Bond Index Fund,-0.34
6/1/17,Global Aggregate Bond UCITS ETF,
6/1/17,U.K. Gilt UCITS ETF,-2.17
6/1/17,ESG Global Corporate Bond Index Fund,
6/1/17,Pacific ex-Japan Stock Index Fund,1.42
6/1/17,Global Short-Term Bond Index Fund,-0.22
6/1/17,Target Retirement 2055 Fund,-0.66
6/1/17,ESG North America All Cap UCITS ETF,
6/1/17,ESG Global All Cap UCITS ETF,
6/1/17,Target Retirement 2040 Fund,-0.67
6/1/17,Target Retirement 2065 Fund,
6/1/17,Global Small-Cap Index Fund,0.92
6/1/17,Global Emerging Markets Fund,0.75
6/1/17,EUR Corporate Bond UCITS ETF,-0.52
6/1/17,Global Equity Fund,0.57
6/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
6/1/17,Sterling Short-Term Money Market Fund,
6/1/17,Japan Government Bond Index Fund,-0.22
6/1/17,ESG Global Corporate Bond UCITS ETF,
6/1/17,S&P 500 UCITS ETF,0.6
6/1/17,Target Retirement 2050 Fund,-0.66
6/1/17,Emerging Markets Bond Fund,
6/1/17,Target Retirement 2045 Fund,-0.66
6/1/17,U.K. Investment Grade Bond Index Fund,-1.14
6/1/17,ESG Emerging Markets All Cap Equity Index Fund,
6/1/17,U.K. Government Bond Index Fund,-2.14
6/1/17,ESG USD Corporate Bond UCITS ETF,
6/1/17,U.K. Inflation-Linked Gilt Index Fund,-3.02
6/1/17,Japan Stock Index Fund,0.42
6/1/17,ESG Emerging Markets All Cap UCITS ETF,
6/1/17,ESG Developed World All Cap Equity Index Fund,-0.34
6/1/17,Target Retirement 2060 Fund,
6/1/17,EUR Eurozone Government Bond UCITS ETF,-0.52
6/1/17,Target Retirement 2035 Fund,-0.67
6/1/17,FTSE Developed Asia Pacific ex Japan UCITS ETF,1.81
6/1/17,FTSE All-World UCITS ETF,0.4
6/1/17,FTSE Global All Cap Index Fund,-0.08
6/1/17,Target Retirement 2020 Fund,-0.66
6/1/17,FTSE 100 Index Unit Trust,-2.36
6/1/17,FTSE U.K. Equity Income Index Fund,-2.88
6/1/17,Target Retirement 2025 Fund,-0.68
6/1/17,U.S. Investment Grade Credit Index Fund,0.15
6/1/17,LifeStrategy 80% Equity Fund,-0.68
6/1/17,FTSE Developed World UCITS ETF,0.4
6/1/17,USD Corporate Bond UCITS ETF,0.34
6/1/17,FTSE All-World High Dividend Yield UCITS ETF,0.27
6/1/17,Germany All Cap UCITS ETF,
6/1/17,Euro Investment Grade Bond Index Fund,-0.43
6/1/17,LifeStrategy 60% Equity Fund,-0.74
6/1/17,SustainableLife 80-90% Equity Fund,
6/1/17,SustainableLife 40-50% Equity Fund,
6/1/17,U.S. Equity Index Fund,0.27
6/1/17,FTSE Developed Europe ex UK UCITS ETF,-2.16
6/1/17,FTSE Developed Europe ex-U.K. Equity Index Fund,-1.36
6/1/17,U.K. Long Duration Gilt Index Fund,-3.28
6/1/17,FTSE 100 UCITS ETF,-2.44
6/1/17,FTSE North America UCITS ETF,0.73
6/1/17,LifeStrategy 40% Equity Fund,-0.81
6/1/17,USD Emerging Markets Government Bond UCITS ETF,-0.27
6/1/17,FTSE Developed Europe UCITS ETF,-2.48
6/1/17,LifeStrategy 100% Equity Fund,-0.64
6/1/17,U.S. Government Bond Index Fund,-0.22
6/1/17,SustainableLife 60-70% Equity Fund,-0.5
6/1/17,Target Retirement 2015 Fund,-0.55
6/1/17,FTSE Japan UCITS ETF,1.07
6/1/17,FTSE 250 UCITS ETF,-2.96
6/1/17,FTSE Emerging Markets UCITS ETF,0.46
6/1/17,FTSE Developed World ex-U.K. Equity Index Fund,-0.04
6/1/17,LifeStrategy 20% Equity Fund,-0.84
6/1/17,USD Corporate 1-3 Year Bond UCITS ETF,
6/1/17,FTSE U.K. All Share Index Unit Trust,-2.49
6/1/17,U.K. Short-Term Investment Grade Bond Index Fund,-0.45
7/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
7/1/17,Euro Investment Grade Bond Index Fund,0.44
7/1/17,Global Aggregate Bond UCITS ETF,
7/1/17,FTSE All-World UCITS ETF,2.73
7/1/17,Germany All Cap UCITS ETF,
7/1/17,SustainableLife 80-90% Equity Fund,
7/1/17,FTSE Japan UCITS ETF,1.94
7/1/17,Global Small-Cap Index Fund,0.72
7/1/17,FTSE North America UCITS ETF,2.12
7/1/17,Global Short-Term Corporate Bond Index Fund,
7/1/17,ESG Emerging Markets All Cap Equity Index Fund,
7/1/17,LifeStrategy 100% Equity Fund,1.18
7/1/17,FTSE 250 UCITS ETF,2.4
7/1/17,EUR Eurozone Government Bond UCITS ETF,0.78
7/1/17,ESG Developed World All Cap Equity Index Fund,0.78
7/1/17,USD Emerging Markets Government Bond UCITS ETF,0.75
7/1/17,Global Credit Bond Fund,
7/1/17,LifeStrategy 80% Equity Fund,0.96
7/1/17,SustainableLife 60-70% Equity Fund,0.42
7/1/17,FTSE All-World High Dividend Yield UCITS ETF,2.76
7/1/17,FTSE 100 UCITS ETF,0.87
7/1/17,ESG Emerging Markets All Cap UCITS ETF,
7/1/17,EUR Corporate Bond UCITS ETF,0.78
7/1/17,U.K. Long Duration Gilt Index Fund,0.18
7/1/17,FTSE Emerging Markets UCITS ETF,5.77
7/1/17,Target Retirement 2030 Fund,0.89
7/1/17,Japan Stock Index Fund,0.51
7/1/17,Target Retirement 2015 Fund,0.66
7/1/17,FTSE Developed Asia Pacific ex Japan UCITS ETF,3.99
7/1/17,Japan Government Bond Index Fund,0
7/1/17,LifeStrategy 40% Equity Fund,0.57
7/1/17,SRI European Stock Fund,1.46
7/1/17,FTSE Developed Europe ex-U.K. Equity Index Fund,1.77
7/1/17,U.S. Equity Index Fund,0.37
7/1/17,ESG Developed World All Cap Equity Index Fund (UK),
7/1/17,Global Bond Index Fund,0.24
7/1/17,SustainableLife 40-50% Equity Fund,
7/1/17,LifeStrategy 20% Equity Fund,0.37
7/1/17,Sterling Short-Term Money Market Fund,
7/1/17,Target Retirement 2060 Fund,
7/1/17,U.K. Inflation-Linked Gilt Index Fund,-1.47
7/1/17,Global Equity Fund,1.59
7/1/17,ESG North America All Cap UCITS ETF,
7/1/17,FTSE Developed World ex-U.K. Equity Index Fund,0.93
7/1/17,FTSE Global All Cap Index Fund,1.16
7/1/17,U.K. Gilt UCITS ETF,0.3
7/1/17,Active U.K. Equity Fund,
7/1/17,Global Sustainable Equity Fund,
7/1/17,ESG EUR Corporate Bond UCITS ETF,
7/1/17,Target Retirement 2020 Fund,0.78
7/1/17,Emerging Markets Stock Index Fund,4.38
7/1/17,Target Retirement 2040 Fund,0.96
7/1/17,USD Corporate Bond UCITS ETF,0.75
7/1/17,Target Retirement 2050 Fund,0.98
7/1/17,U.S. Government Bond Index Fund,0.07
7/1/17,S&P 500 UCITS ETF,2.03
7/1/17,ESG USD Corporate Bond UCITS ETF,
7/1/17,Target Retirement 2035 Fund,0.92
7/1/17,Target Retirement 2045 Fund,0.98
7/1/17,LifeStrategy 60% Equity Fund,0.76
7/1/17,FTSE U.K. All Share Index Unit Trust,1.17
7/1/17,Global Short-Term Bond Index Fund,0.21
7/1/17,U.K. Investment Grade Bond Index Fund,0.69
7/1/17,Target Retirement 2065 Fund,
7/1/17,FTSE Developed Europe UCITS ETF,-0.34
7/1/17,U.K. Government Bond Index Fund,0.28
7/1/17,ESG Developed Europe All Cap UCITS ETF,
7/1/17,Emerging Markets Bond Fund,
7/1/17,U.K. Short-Term Investment Grade Bond Index Fund,0.45
7/1/17,U.S. Investment Grade Credit Index Fund,0.61
7/1/17,USD Corporate 1-3 Year Bond UCITS ETF,
7/1/17,FTSE Developed World UCITS ETF,2.43
7/1/17,Target Retirement 2025 Fund,0.83
7/1/17,Global Emerging Markets Fund,5.47
7/1/17,FTSE Developed Europe ex UK UCITS ETF,-0.11
7/1/17,Pacific ex-Japan Stock Index Fund,2.76
7/1/17,FTSE U.K. Equity Income Index Fund,0.11
7/1/17,Global Corporate Bond Index Fund,
7/1/17,USD Treasury Bond UCITS ETF,0.17
7/1/17,FTSE 100 Index Unit Trust,0.93
7/1/17,ESG Global All Cap UCITS ETF,
7/1/17,Target Retirement 2055 Fund,0.99
7/1/17,ESG Global Corporate Bond UCITS ETF,
7/1/17,ESG Global Corporate Bond Index Fund,
7/1/17,Global Equity Income Fund,0.9
7/1/17,Euro Government Bond Index Fund,0.25
8/1/17,ESG Developed World All Cap Equity Index Fund (UK),
8/1/17,ESG Developed Europe All Cap UCITS ETF,
8/1/17,FTSE U.K. All Share Index Unit Trust,1.37
8/1/17,Target Retirement 2030 Fund,1.97
8/1/17,Sterling Short-Term Money Market Fund,
8/1/17,EUR Corporate Bond UCITS ETF,0.53
8/1/17,Target Retirement 2045 Fund,2.13
8/1/17,Target Retirement 2020 Fund,1.78
8/1/17,Target Retirement 2035 Fund,2.03
8/1/17,Global Corporate Bond Index Fund,
8/1/17,FTSE Global All Cap Index Fund,2.6
8/1/17,Target Retirement 2040 Fund,2.1
8/1/17,Global Equity Income Fund,2.61
8/1/17,LifeStrategy 80% Equity Fund,2.18
8/1/17,FTSE Developed World UCITS ETF,0.14
8/1/17,FTSE All-World UCITS ETF,0.4
8/1/17,FTSE All-World High Dividend Yield UCITS ETF,0.13
8/1/17,ESG Developed World All Cap Equity Index Fund,2.44
8/1/17,LifeStrategy 100% Equity Fund,2.38
8/1/17,Global Emerging Markets Fund,4.5
8/1/17,SustainableLife 80-90% Equity Fund,
8/1/17,EUR Eurozone Government Bond UCITS ETF,0.53
8/1/17,Global Credit Bond Fund,
8/1/17,SRI European Stock Fund,2.35
8/1/17,U.S. Equity Index Fund,2.46
8/1/17,Target Retirement 2015 Fund,1.52
8/1/17,U.S. Government Bond Index Fund,0.93
8/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
8/1/17,ESG Emerging Markets All Cap UCITS ETF,
8/1/17,Target Retirement 2060 Fund,
8/1/17,SustainableLife 60-70% Equity Fund,1.44
8/1/17,U.S. Investment Grade Credit Index Fund,0.68
8/1/17,Emerging Markets Bond Fund,
8/1/17,USD Corporate Bond UCITS ETF,0.64
8/1/17,Global Equity Fund,2.4
8/1/17,Pacific ex-Japan Stock Index Fund,2.55
8/1/17,Target Retirement 2025 Fund,1.91
8/1/17,Euro Government Bond Index Fund,0.87
8/1/17,ESG Global All Cap UCITS ETF,
8/1/17,FTSE 100 Index Unit Trust,1.62
8/1/17,ESG Global Corporate Bond Index Fund,
8/1/17,Target Retirement 2065 Fund,
8/1/17,U.K. Gilt UCITS ETF,2.14
8/1/17,Global Sustainable Equity Fund,
8/1/17,ESG EUR Corporate Bond UCITS ETF,
8/1/17,Target Retirement 2050 Fund,2.13
8/1/17,U.K. Investment Grade Bond Index Fund,1.3
8/1/17,S&P 500 UCITS ETF,0.26
8/1/17,LifeStrategy 60% Equity Fund,1.99
8/1/17,U.K. Government Bond Index Fund,2.14
8/1/17,Active U.K. Equity Fund,
8/1/17,FTSE Japan UCITS ETF,0.06
8/1/17,ESG USD Corporate Bond UCITS ETF,
8/1/17,USD Corporate 1-3 Year Bond UCITS ETF,
8/1/17,ESG North America All Cap UCITS ETF,
8/1/17,FTSE Developed Europe ex UK UCITS ETF,-0.47
8/1/17,Global Bond Index Fund,0.8
8/1/17,FTSE Developed World ex-U.K. Equity Index Fund,2.53
8/1/17,LifeStrategy 20% Equity Fund,1.61
8/1/17,ESG Global Corporate Bond UCITS ETF,
8/1/17,FTSE 100 UCITS ETF,1.61
8/1/17,FTSE 250 UCITS ETF,0.41
8/1/17,FTSE U.K. Equity Income Index Fund,0.92
8/1/17,FTSE Developed Asia Pacific ex Japan UCITS ETF,-0.4
8/1/17,ESG Emerging Markets All Cap Equity Index Fund,
8/1/17,Target Retirement 2055 Fund,2.14
8/1/17,Global Aggregate Bond UCITS ETF,
8/1/17,USD Emerging Markets Government Bond UCITS ETF,1.45
8/1/17,Global Small-Cap Index Fund,2.21
8/1/17,U.K. Long Duration Gilt Index Fund,3.48
8/1/17,USD Treasury Bond UCITS ETF,1.05
8/1/17,U.K. Inflation-Linked Gilt Index Fund,4.9
8/1/17,Japan Stock Index Fund,2.25
8/1/17,U.K. Short-Term Investment Grade Bond Index Fund,0.37
8/1/17,FTSE Developed Europe ex-U.K. Equity Index Fund,2.7
8/1/17,LifeStrategy 40% Equity Fund,1.8
8/1/17,SustainableLife 40-50% Equity Fund,
8/1/17,Global Short-Term Bond Index Fund,0.24
8/1/17,FTSE North America UCITS ETF,0.33
8/1/17,Germany All Cap UCITS ETF,
8/1/17,FTSE Emerging Markets UCITS ETF,2.92
8/1/17,Japan Government Bond Index Fund,0.59
8/1/17,Euro Investment Grade Bond Index Fund,0.76
8/1/17,Emerging Markets Stock Index Fund,4.61
8/1/17,FTSE Developed Europe UCITS ETF,-0.8
8/1/17,Global Short-Term Corporate Bond Index Fund,
9/1/17,Global Bond Index Fund,-0.57
9/1/17,SustainableLife 60-70% Equity Fund,-0.74
9/1/17,EUR Eurozone Government Bond UCITS ETF,-0.16
9/1/17,FTSE Developed World UCITS ETF,2.28
9/1/17,FTSE Developed Europe ex UK UCITS ETF,3.87
9/1/17,FTSE Japan UCITS ETF,1.98
9/1/17,ESG Global Corporate Bond UCITS ETF,
9/1/17,FTSE North America UCITS ETF,2.14
9/1/17,U.K. Inflation-Linked Gilt Index Fund,-4.01
9/1/17,Global Short-Term Corporate Bond Index Fund,
9/1/17,Sterling Short-Term Money Market Fund,
9/1/17,S&P 500 UCITS ETF,2.04
9/1/17,Target Retirement 2060 Fund,
9/1/17,Target Retirement 2020 Fund,-1.41
9/1/17,Target Retirement 2065 Fund,
9/1/17,ESG Developed Asia Pacific All Cap UCITS ETF,
9/1/17,U.S. Government Bond Index Fund,-0.96
9/1/17,FTSE 100 Index Unit Trust,-0.69
9/1/17,FTSE All-World High Dividend Yield UCITS ETF,2.25
9/1/17,FTSE U.K. Equity Income Index Fund,-0.35
9/1/17,Global Small-Cap Index Fund,-0.16
